MSFT
IVZ
RHI
UELMO
GGAL
LBTYA
CMS-PB
MIDD
VNOM
BRFS
TKC
HALO
KVYO
AS
EXEL
PLNT
BKGFY
SPXC
S
U
LSTR
ESI
STAG
DJT
ALSN
TAL
ARW
NSIT
LEA
NE
MLI
RLI
FOUR
GIL
SUM
CFR
FR
CMA
FYBR
RVMD
CYTK
AGI
HR
AN
POST
WFG
W
FLS
LFUS
FRPT
CHX
ACHC
MUR
LCID
BPOP
STWD
ZION
BFAM
ADC
MNSO
CMC
MDGL
BXSL
BNRE
MEJHY
FUPBY
RMBS
AZEK
GTLS
FIVE
OBDC
WTS
CUYTY
CAE
NGKSY
ENLC
SMAR
CACC
HMY
OLLI
SAIC
AXS
DUFRY
SQSP
KD
GLBE
WH
PNFP
PVH
REYN
ESNT
LPX
MTH
GKOS
WTFC
ASMVY
GXO
VNT
LKNCY
FRO
DAR
CIG
TMHC
NOVT
BECN
RHP
PDI
CWST
PB
G
BOKF
CIGI
OMF
ESAB
IBP
OLN
AIRC
TRNO
ETRN
CHH
MTG
SSB
SIGI
ICL
CAMT
TKR
MAT
VKTX
MARA
RRR
ST
VERX
SITE
LNTH
SNV
JXN
YKLTY
FAF
VMI
FSK
VVV
ALGM
WHR
RBRK
BMI
SMMT
JHG
LYFT
PBF
VFC
R
SRCL
BEPC
AL
CRS
RCM
MMS
PHI
BILL
MOG-A
ONB
LNC
OGN
KRYS
BYD
QLYS
CVLT
HXL
MYTHY
VAL
COOP
VNO
ERJ
RITM
SWX
BLCO
XRAY
NXST
KBH
NSA
ALK
ROHCY
CRDO
DOCS
ZK
LANC
CBT
SEE
M
GRFS
FSS
STEP
VRNS
MGY
MDU
CADE
BMA
STVN
MOD
ELP
PEGA
CWAN
TENB
TNET
NHNKY
EXLS
CWEN
SON
ZWS
NUVL
NFG
APLS
LOAR
SM
AMG
TEM
DY
TDW
AWI
NEU
KRG
SIM
EEFT
BCPC
VRN
PUTKY
EXPO
AVAV
FCFS
OPCH
THO
FG
MMSI
TMDX
ATKR
EPRT
SATS
PSLV
ACT
CRSP
BC
UGI
SSL
FNB
FRHC
FLO
USM
ASH
HOMB
PFSI
BBIO
FIZZ
DOOO
GATX
BCC
IDA
CSAN
COLM
FORM
RDN
AVT
LOT
VIAAY
JSCPY
WIRE
VRRM
ITRI
BCO
NVEI
SLGN
ACLS
ABG
MSGS
CEF
PACS
SEM
SLM
WTM
STNG
ESGR
OZK
HOG
BIPC
GNNDY
UGP
ORA
SMBMY
FELE
THG
RH
IBRX
RNA
POR
MATX
MSM
PECO
PII
RYN
PAGP
CRVL
RDNT
TSEM
RIG
MAIN
HIMS
CNXC
UBSI
PI
IRT
BVN
AUR
HAFN
NFE
OSCR
HAE
PJT
NJR
AGO
SNDR
IHICY
ENS
GBDC
ALKS
FFIN
GTES
AQN
GOLF
FUL
ALIT
CSWI
GBCI
WK
BGC
HGV
WU
SHWDY
INSP
LPL
IGT
ASGN
PTEN
ACIW
DNB
MRUS
AEIS
URBN
ACA
IAC
FROG
HWC
LOPE
COLB
CPA
UMBF
SIG
TIGO
GPI
KNF
TGS
NTCOY
BLKB
AEO
FAURY
POWI
HUN
ROYMY
AVNT
NXE
SKY
AB
ENIC
BOOT
ASO
SPR
ITGR
SMG
FRSH
NOG
CLVT
BOX
AXSM
CAR
MC
BRZE
IPGP
IMVT
ZETA
BDC
RARE
IPAR
CPRI
LTH
AAP
SHAK
KMPR
PAGS
CNX
BKH
PWSC
ALTM
CLSK
TRMD
HRI
SLVYY
STNE
CBZ
KRC
STRL
NNI
OTTR
KTB
SANM
QTWO
ALE
CRC
SAM
VIRT
STR
AMR
SLG
NCNO
HBM
WAY
GH
JOBY
BTG
TEX
AI
PRMW
CNS
SMPL
OGS
TPH
CTRE
TEO
DYN
SLAB
IQ
SDRL
INST
PAM
TFSL
PBH
IBOC
SBRA
HP
WEN
KAI
PRGO
SR
APLE
CXT
AXNX
JWN
NEOG
CC
KFY
NSP
ENV
HASI
NEA
CRNX
SYNA
WHD
MAC
ALVO
LBRT
CUZ
DXC
ABCB
FLNC
VLY
SHC
OMAB
YETI
HGTY
MLCO
TDC
SG
PNM
ATHM
MHO
MAN
BSM
EAT
DV
CORT
LITE
PIPR
HTGC
DIOD
SKYW
LAZ
RUSHA
PRKS
IRDM
DNLI
SFBS
MEOH
HHH
ARWR
SRAD
WD
GLNG
HCC
IRTC
UNF
NYCB
EURN
ATS
GFF
GMS
ALRM
VCTR
GT
JJSF
ABM
AX
OLK
EPR
FIVN
SID
SXT
TFPM
ARLP
BRC
TNL
SHOO
PK
GBTG
JOE
DOCN
IIPR
AROC
GRP-UN
CURLF
BXMT
PCH
BNL
GHC
BHVN
JBT
CRK
SBSW
SGRY
DNP
ASAN
SEB
IOSP
ASB
HL
NWE
KWR
FULT
EGO
PRCT
QFIN
VSH
NPO
AMED
KTOS
WDFC
UCBI
HCM
BL
SITC
AESI
ACVA
FBP
CNO
LRN
BE
GTBIF
CALM
RUN
PLTK
LIVN
ZGN
UAA
FOLD
IDCC
INSW
ROAD
SKT
VC
WOLF
RXO
OR
VAC
NHI
ACLX
RLX
KOZAY
MCY
GDRX
CEIX
SHZNY
AUB
BBAR
BTE
AZTA
CVCO
BANF
HI
SITM
PENN
REZI
WBTN
CDP
ICFI
CSTM
GEF
NVST
ICUI
APAM
XENE
MODG
NABL
PLXS
SLVM
DORM
FUN
TWST
BUR
SIX
TGTX
FIBK
AGYS
CWT
MPW
GPOR
GOGL
SBLK
TCBI
USAC
NAD
FHI
IESC
GVA
MQ
WSFS
YOU
MWA
NOMD
NARI
HIW
SWTX
INTR
ASAI
PRIM
CAAP
BTU
MOR
VTMX
CATY
ARCH
CSQ
XPRO
TBBB
CARG
SIMO
ALKT
AGL
PGNY
ESE
ACAD
BHF
MANU
MGEE
BAK
STRA
ADX
AVA
AWR
CVI
HUBG
ENVX
ABR
OSTIY
NVG
MTX
PTCT
NMIH
INTA
AIN
NEP
RPD
LXP
VECO
RIOT
GNW
HAYW
GERN
CCOI
PRFT
IIJIY
FTDR
UEC
KLIC
IDYA
DEI
FHB
ESRT
MGRC
NWL
DBC
CNK
EXG
TNDM
ASTS
KSS
ZIM
KOS
MLTX
AY
RNG
AIR
GRBK
AMK
AVAL
CCS
ADMA
LCII
IFS
SPB
AFLYY
LU
ZD
CXM
DBRG
AGIO
YELP
BHC
ATGE
ESBA
QS
ATAT
MIR
PSMT
TROX
ENOV
ARCB
AVDX
KNTK
CLDX
CLBT
BATRA
AKO-A
BWLP
RYTM
TRIP
TRN
TNK
NMRK
NZF
ATMU
CBU
RKLB
JPC
PATK
CUB
DFH
FL
WNS
ARHS
OSIS
EBC
CVBF
CPK
TXG
DLO
LION
RNW
CWK
WOR
MYRG
OII
LIF
RELY
PRGS
VCEL
BWIN
SNEX
UE
TGLS
OUT
PSEC
AZZ
EVH
TGNA
STAA
RXST
MCW
BOH
WERN
IOVA
ERO
ROG
CALX
FA
CRI
FCPT
IART
CENT
QDEL
KGS
PAY
TDS
CDE
PYCR
MTRN
NTLA
MYGN
ADNT
WAFD
ETY
GSHD
CDLR
INDV
LAUR
GO
GPCR
ODD
CERT
APGE
TALO
PRK
APPN
PTY
CMPR
VSTO
WLY
BOWL
PD
AMBA
UTF
UTG
GRND
PEGRY
HELE
PPBI
TAC
IAG
TR
RSI
ENR
UCTT
EVTC
SFNC
VZIO
BKU
MP
BFH
B
MSDL
LSPD
CCU
PAYO
HNI
CRGY
GSAT
SPNT
LGIH
SHO
CNMD
ROCK
EQC
FFBC
BANC
EPAC
CRTO
PDCO
JANX
NEXT
AMBP
LGF-A
CGON
ALG
GDV
USLM
CEPU
UPST
EQX
FLYW
PRVA
CAKE
IBTA
INDB
PTVE
FTRE
PLMR
EPC
BEAM
JAMF
RAMP
AQPW
SWI
EVCM
AMPH
VRNT
JBLU
DRVN
NXRT
AMN
FOXF
TSLX
TTMI
AMRX
SBCF
CABO
NATL
HTH
MRRTY
EE
CMRE
MBUMY
RCKT
UFPT
ENLT
AKR
PLUS
PROK
GOF
WB
SPT
NVAX
WRBY
GTX
PINC
THS
ARCO
TCNNF
SFL
MLKN
SXI
DHT
NSSC
SEMR
CTRI
VERA
NVCR
TBBK
SVV
USA
SPNS
DKL
AVPT
VEON
PTGX
FRME
KYMR
ADUS
FIHL
SMTC
GDS
LILA
ASPN
LFST
VITL
DNN
HTLF
HWKN
SCL
TNC
JBI
MBC
OBDE
AGM
LMAT
PAX
ASTH
COMP
IBTX
SAH
MNR
BTSG
BKE
KMT
GEO
NWLI
PLUG
DNUT
TFIN
MBIN
VET
HPK
KYN
GCMG
MGNI
CLM
HRMY
VYX
YY
ECAT
STGW
CPRX
LPG
ZLAB
NUV
BMBL
DAC
KAR
TRMK
SONO
RXRX
PHIN
BCAT
NBTB
FBK
ARVN
GSBD
IREN
DAN
PFS
HURN
MRVI
HPH
BLBD
AMTD
OFG
AG
CORZ
HLX
DRH
WS
EXTR
AILIH
EVT
NAMS
HLMN
VCYT
EXPI
AHR
SJW
NEO
DFIN
HG
SNDX
GEL
GLPG
OI
POWL
HBI
ANDE
KRP
IMCR
CNXN
MORF
MXL
TDOC
STC
NAC
RNST
WMK
PSNY
IVT
GNL
MLNK
EVO
BANR
VGR
UPBD
ENVA
AAT
DAVA
RVT
MSGE
KROS
AKRO
NHC
RUM
AMRC
CODI
BLMN
EWTX
VSAT
BIGZ
MGPI
BMEZ
NGVT
SAND
BORR
PEB
TY
WSBC
TIXT
VTLE
HLIO
HEES
VSEC
NGD
ARRY
OSW
NTB
LZ
VSTS
DO
GAB
MRCY
FOR
NAVI
DK
ETV
VRTS
SGHC
CMRF
PAR
ROIC
PLAB
MEG
AHL-PC
GLP
FNMA
CHCO
KURA
MIRM
CHEF
THRM
COCO
PLAY
IAS
WKC
PZZA
XRX
WGO
CTS
OUTKY
RQI
OCSL
LOB
LZB
OXM
GBX
SLNO
KN
CLBK
LKFN
INMD
TV
BDJ
VICR
BSTZ
WULF
AFYA
VIAV
FLNG
VRE
NMM
PDO
FSM
NVEE
COHU
WT
VVX
ARDX
IONQ
XHR
ALHC
RLJ
MRTN
CGAU
DVAX
CUBI
SEDG
PRG
SCS
CENX
LTC
BBUC
LGND
SKWD
EFSC
NMRA
EVBG
HIMX
SUPN
KLG
OXLC
KRO
BB
LADR
PARR
PWP
RC
LVWR
MNKD
DNOW
ETG
SYBT
BRCC
LEG
LNN
NWBI
APOG
CASH
STER
ZUO
ATEC
ODP
USPH
TLRY
DSGR
NBHC
STEW
SDGR
AMC
UPWK
ARI
GTY
VSCO
VRNOF
DBD
HYT
BHE
GSG
BLTE
PDFS
BCYC
ACMR
BXMX
FCF
RCUS
SSTK
KALU
MRX
JBGS
BTDR
PRDO
BBU
HUT
ELME
HPP
UTZ
BTT
NWN
SGML
AVDL
HLIT
TWO
HMN
SAFE
HOLI
CXW
CDRE
PRO
NISUY
VTEX
ETWO
RES
ANIP
DSL
NTCT
KW
KNSA
BUSE
KEN
CARS
CLMT
SOUN
CRCT
FINV
CARCY
NMFC
PCRX
BST
GOTU
AHCO
REVG
WKME
UDMY
IMKTA
PTON
OPEN
OEC
CIFR
NRIX
FBNC
GETY
MTTR
ICHR
MCRI
OPRA
ARLO
GOOS
FSCO
BKD
DEA
BCRX
SRCE
WABC
VRNA
ORLA
BV
CET
HOPE
TCBK
WTTR
STBA
AGLY
UP
DMLP
HDL
PHR
AAPI
AMWD
SPHR
IMTX
WINA
SILV
HY
MAG
SDHC
VIR
INFN
GCT
CSGS
TRUP
NVGS
GIII
NG
SLCA
SA
QQQX
ALEX
BFS
KFRC
DAWN
GOGO
CRAI
ESTA
MMI
NMZ
CSWC
SPH
NTST
XNCR
OMCL
SGH
NIC
ADEA
GIC
PMT
STEL
EEX
NRP
SILA
CAL
GAM
DCBO
CRSR
TGI
AILE
KBDC
UVV
DOLE
NFJ
JFR
SANA
AIV
ACDC
SYRE
LMND
TASK
GENI
SEAT
EOS
IE
ACHR
TBLA
TPC
ALX
EVV
CNNE
JBSS
LOMA
VBTX
NRDS
JELD
CMTG
RSKD
ATRC
MOMO
MSC
FPF
FORTY
MFA
SAFT
PRM
IHS
IRON
PRTA
SBH
PLYA
SHLS
JKS
TRNS
AMPL
UMH
BITF
FWRG
FDMT
PTA
RVLV
MIESY
SCSC
ULCC
GES
BCSF
PGRE
EVEX
KIND
EIG
GPRE
COUR
SILK
PSFE
CSR
SII
CTOS
SASR
CALT
IRS
WWW
FDP
LUMN
HLF
BLX
MRC
ELVN
ULH
HTZ
OMI
AORT
ARQT
OLPX
HIBB
SHCO
ECVT
COLL
MUC
INDI
ECO
CIM
PEBO
FBRT
OCUL
MDRX
GB
THR
TRS
GABC
ADV
SMR
BBDC
CSIQ
EFC
OKLO
NAPA
SABR
NEXA
RPAY
PDS
BY
EAI
NBXG
CNTA
BBN
AGRO
INVA
AOSL
ATEN
PBAJ
GSM
GSL
UUUU
ARR
FSLY
DQ
JACK
MFIC
SCVL
HE
PFBC
IRWD
CVII
BTZ
PDX
SCHL
CMCO
EYE
MDXG
EDN
PCT
RBCAA
PUBM
KARO
AGX
NCDL
CGEM
TUYA
PHVS
HRT
QCRH
NRK
WNC
NN
XPEL
AHH
SLP
IMOS
HCI
SLN
RNP
SBOW
HTLD
DLX
PLYM
BHLB
BLFS
GRC
ATUS
CRML
OBK
SBR
ECPG
ASC
MTAL
MSEX
CECO
COGT
VTOL
PX
TARS
BASE
DESP
LQDA
FSUN
CPLP
TCPC
NX
ANGI
KRUS
CBRL
CGBD
GHLD
MATV
WEST
SSRM
CLB
TNGX
ALGT
CRON
FVRR
GNK
ETW
SAVA
AWF
LC
PUMP
SDA
IMAX
TWKS
IDT
AUTL
WOOF
AVNS
MUI
ATSG
ZIP
PBI
OCFC
AOD
SLRC
PGY
AMSC
GDEN
DX
HQH
MTUS
BRDG
CII
MQY
CHI
HUYA
NESR
OPK
ARIS
FIGS
EH
SOC
SHEN
PDM
TNP
BZH
FIP
ECC
USNA
CRF
NAT
APLD
CHY
ACEL
TTGT
MAX
EXK
QNST
TILE
FUFU
ABVX
BBSI
DCO
HSTM
BELFA
THQ
RWT
PGRU
LBPH
AMSF
TK
RLAY
FMCC
UTL
ABCL
BSIG
CLW
RAPP
DGII
TH
SUPV
HOV
VRDN
BFC
MNTK
AXL
ALPC
SBSI
TYRA
GYRE
BJRI
SVC
UAN
NOVA
UTI
GRNT
AUPH
ATRI
SBGI
SXC
MRNO
AMAL
WLKP
CWH
ENFN
BOW
EOI
KOP
BXC
REX
ML
SPRY
HCSG
CURV
DCOM
BCX
NYAX
VLRS
FBMS
MESO
GDYN
LESL
NIKA
PRLB
PFLT
UNFI
NPWR
MATW
DLY
FMBH
CAPL
BRSP
NUVB
JQC
DRD
SPLP
RDWR
PHK
PRAA
BDN
SSII
CTBI
ETNB
ERII
EIM
BRKL
KELYA
TRIN
CDNA
HROW
WDI
HAYN
BHRB
EVGO
ECX
MYI
AMRK
CVAC
IIIV
IMNM
XPOF
AIO
JMIA
CRESY
ROOT
KUBR
AC
AMTB
REAX
ARKO
GATO
NVTS
RGR
YALA
HZO
DNTH
DXPE
CBL
TGB
PCN
FMCB
EU
CTKB
CFFN
LAZR
OPAL
HTD
MBUU
RA
ASTL
WRLD
GOLLQ
FFC
CCAP
NOAH
EMBC
PFC
VVI
RDFN
OLO
URGN
CRGX
PAHC
EVER
DHC
MNRO
DNA
KRNT
HKD
VTS
ZUUS
NXP
PAXS
IGR
ATRO
CNOB
AVO
INNV
BLDP
NR
ETD
NVRI
CNDT
CGC
ABL
EVRI
STOK
VMO
KIDS
EOLS
PRAX
EXTO
WGS
LVRO
ATEX
CINT
TIGR
PNTG
AMPS
CFB
SWBI
ASTE
TRTX
LEU
HLVX
BIOX
SRRK
CCO
IFN
AACT
IMXI
ANAB
TMP
MEGI
UNIT
ETH
GCI
EXAI
VVR
DMRC
HEPS
NBR
ARCT
RXT
FTEL
RYI
NGL
LPRO
FAX
PETQ
WSR
DBA
EFXT
YEXT
BOE
CATX
FCBC
CION
IGIC
NIE
STKL
OSBC
EGY
CLOV
UVSP
SVA
GTI
SAGE
BGS
HA
PRME
NDMO
MCBS
TELL
PRA
THRY
OLMA
CHPT
CVLG
VMEO
LAB
PLRX
SNCY
CHCT
MLR
WEAV
KREF
HSII
LMB
TXO
ERAS
RAASY
DRQ
AIRJ
CLCO
TVTX
MHD
MBWM
LXRX
ZKH
GGN
NBBK
KC
GSBC
INN
SPTN
METC
SB
PFN
DH
DDI
DEC
GHRS
CLNE
FDUS
LAC
DAKT
CEM
OSG
XMTR
PLSE
MD
GPRK
VSLAX
PTLO
LQDT
HBT
HFWA
ASIX
VEL
MUJ
CCD
PRTC
NMCO
SMWB
WVE
PLPC
HAIN
CRLBF
FLWS
SMP
FLGT
SRDX
EWCZ
BIGC
TIPT
PEO
DSP
SVM
CCB
SKYH
REPX
LZM
ZYME
GLDD
ALTI
VREX
AUNA
HBIA
EVOH
HCKT
PHAT
CSTL
ABUS
ETJ
IIIN
VINP
NKX
ADSE
GRPN
AVBP
BH-A
SSYS
GMRE
FLYX
LXU
ARMN
IIM
OBE
BHK
OTLY
CELC
RGNX
LDP
AMBC
EBF
GOOD
MLYS
MERC
PDT
KRT
PML
SCWX
BYON
MMU
PHAR
BME
BLND
FPI
HUMA
VGM
TPB
DIN
EZPW
GRVY
CPF
BWMX
BWMN
VNET
BGY
STRW
BIT
VKQ
OCS
RUPRF
IRMD
NRC
ITOS
STK
HSAI
EMD
NFGC
CGNT
MOV
LEGH
YMAB
CLFD
BTO
RBBN
FRPH
VRDR
KE
CASS
EGBN
GCBC
PSBD
LASR
YORW
CMPO
SVRA
REPL
BFST
NYMT
BGB
LAAC
MREO
UVE
PL
NWBO
NUS
UFCS
FTHY
PEPG
GTN
FNA
UHT
IBCP
NNE
IQI
NPK
WIW
DJCO
TRST
PLOW
GGR
SIGA
FWRD
THRD
ORC
TREE
MITK
LDI
CATC
HBNC
VALN
APLT
TSNDF
CNSL
PBT
AZUL
PACK
RILY
GDEV
SPWR
GAIN
EQBK
GLASF
NOA
TBLD
EMO
BLE
GDOT
ANNX
